resource,description,development-policy,development-policy-categories,end-date,entry-date,geographies,name,notes,organisation,start-date,slug
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-G2,views,,2020-12-21,E04001547,Key Views and Vistas,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-G2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-G3,biodiversity,,2020-12-21,E04001547,Biodiversity,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-G3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-IC1,broadband;infrastructure;communications,,2020-12-21,E04001547,Internet and Mobile Signal,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-IC1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-T1,car-parks;parking,,2020-12-21,E04001547,Parking,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-T1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-T2,highways;transport,,2020-12-21,E04001547,Road Safety and Traffic Management,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-T2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-T3,cycling;walking,,2020-12-21,E04001547,Cycle and Pedestrian Routes,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-T3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-T4,public-transport,,2020-12-21,E04001547,Public Transport,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-T4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-CGS1,nature,,2020-12-21,E04001553,Respecting the Environment,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-CGS1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-CGS2,open-space,,2020-12-21,E04001553,Open Space in new development,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-CGS2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-CGS3,community-facilities;designation,,2020-12-21,E04001553,Local Green Space Designation,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-CGS3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-F1,community-facilities,,2020-12-21,E04001553,Village Facilities,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-F1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-HE1,conservation-area;heritage;listed-buildings,,2020-12-21,E04001553,Heritage,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-HE1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-HE2,archaeology,,2020-12-21,E04001553,Archaeology,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-HE2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-VE1,tourism,,2020-12-21,E04001553,Visiting and Enjoying Wing,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-VE1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-E1,employment,,2020-12-21,E04001553,New shops and employment provision in the village,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-E1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-E2,employment,,2020-12-21,E04001553,New employment provision in the Parish beyond Wing Village,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-E2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-E3,employment,,2020-12-21,E04001553,Protection of existing employment provision,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-E3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-E4,broadband;infrastructure;communications,,2020-12-21,E04001553,Broadband,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-E4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-T1,car-parks;parking,,2020-12-21,E04001553,Residential Parking standards,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-T1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-T2,transport,,2020-12-21,E04001553,Impact on traffic,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-T2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-T3,car-parks;parking;transport,,2020-12-21,E04001553,Traffic and Parking,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-T3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-T4,cycling;walking,,2020-12-21,E04001553,Cyclists and Pedestrians,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-T4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-HO1,development-management;housing,,2020-12-21,E04001553,Infill Housing,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-HO1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-HO2,housing-mix,,2020-12-21,E04001553,Housing mix,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-HO2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-HO3,affordable-housing,,2020-12-21,E04001553,Affordable housing,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-HO3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-A1,allocated-sites,,2020-12-21,E04001553,Land at Stewkley Road/Dormer Avenue,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-A1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingndp-A2,allocated-sites,,2020-12-21,E04001553,Land off Meadow Way/Moorlands,,local-authority-eng:BUC,2015-03-16,development-policy/local-authority-eng/BUC/wingndp-A2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P1,strategic-policy,,2020-12-21,E04001554,A Spatial Plan for the Parish,,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P2,allocated-sites,,2020-12-21,E04001554,"Land South of Twelve Leys, Wingrave",,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P3,allocated-sites,,2020-12-21,E04001554,"Land North of Baldways Close, Wingrave",,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P4,allocated-sites,,2020-12-21,E04001554,"Land South of Leighton Road, Wingrave",,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P5,design,,2020-12-21,E04001554,Design,,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P6,employment,,2020-12-21,E04001554,Local Employment,,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P7,community-facilities,,2020-12-21,E04001554,Wingrave Community Facilities,,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wingraverowshamndp-P8,community-facilities;designation,,2020-12-21,E04001554,Local Green Spaces,,local-authority-eng:BUC,2019-09-01,development-policy/local-authority-eng/BUC/wingraverowshamndp-P8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P1,development-management,,2020-12-21,E04001555,The Presumption in Favour of Sustainable Development,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P2,strategic-policy,,2020-12-21,E04001555,A Spatial Plan for the Town,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P3,allocated-sites;housing,,2020-12-21,E04001555,Housing Allocations,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P4,affordable-housing,,2020-12-21,E04001555,Affordable Housing,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P5,design;housing,,2020-12-21,E04001555,Housing Design,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P6,allocated-sites,,2020-12-21,E04001555,Land South of Buckingham Road,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P7,allocated-sites,,2020-12-21,E04001555,Land North of Buckingham Road,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P8,cycling,,2020-12-21,E04001555,Cycle Routes,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P9,buses;public-transport,,2020-12-21,E04001555,Bus Services,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P10,transport,,2020-12-21,E04001555,Traffic Management,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P11,area/location-specific-policy,,2020-12-21,E04001555,Winslow Community Centre,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P11
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P12,area/location-specific-policy,,2020-12-21,E04001555,Winslow Medical Services Centre,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P12
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P13,community-facilities;leisure,,2020-12-21,E04001555,Sports Facilities,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P13
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P14,community-facilities;education,,2020-12-21,E04001555,Childcare Nursery,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P14
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P15,community-facilities;leisure;play-space,,2020-12-21,E04001555,Play Facilities for Young People,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P15
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P16,community-facilities,,2020-12-21,E04001555,Assets of Community Value,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P16
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P17,area/location-specific-policy,,2020-12-21,E04001555,Winslow Shopping Area,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P17
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P18,retail,,2020-12-21,E04001555,Small Supermarket,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P18
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P19,community-facilities;designation,,2020-12-21,E04001555,Local Green Spaces,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P19
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,winslowndp-P20,infrastructure,,2020-12-21,E04001555,Infrastructure Investment,,local-authority-eng:BUC,2014-09-10,development-policy/local-authority-eng/BUC/winslowndp-P20
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-SB1,strategic-policy,,2020-12-21,E04001557,Settlement Boundary,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-SB1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-NH1,development-management,,2020-12-21,E04001557,New Houses,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-NH1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-NH2,housing-mix,,2020-12-21,E04001557,Housing Mix,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-NH2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-NH3,area/location-specific-policy,,2020-12-21,E04001557,Coldstream Farm/Rear of the Clifden Arms,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-NH3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-RC1,,,2020-12-21,E04001557,Rural Character,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-RC1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-CFR1,community-facilities,,2020-12-21,E04001557,Community Facilities,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-CFR1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-CFR2,community-facilities,,2020-12-21,E04001557,Recreation,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-CFR2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-CFR3,walking;infrastructure,,2020-12-21,E04001557,Footpaths,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-CFR3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-CH1,conservation-area;heritage;listed-buildings,,2020-12-21,E04001557,Heritage,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-CH1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,worminghallndp-TT1,car-parks;parking;transport,,2020-12-21,E04001557,Parking and Traffic,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/worminghallndp-TT1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-HP1,affordable-housing,,2020-12-21,E04001565,Rural Exception Sites in the Parish,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-HP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-HP2,affordable-housing,,2020-12-21,E04001565,Well Integrated Affordable Housing in the Built-up Area,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-HP2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-CFP1,community-facilities,,2020-12-21,E04001565,Protecting and Enhancing Community Facilities in the Parish,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-CFP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-EP1,economy,,2020-12-21,E04001565,Supporting the Vitality of the Parish’s Local Economy,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-EP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-NEP1,nature,,2020-12-21,E04001565,Green Routes,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-NEP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-NEP2,community-facilities;designation,,2020-12-21,E04001565,Local Green Spaces in the Parish,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-NEP2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-HEP1,conservation-area;heritage;listed-buildings,,2020-12-21,E04001566,Heritage Assets and Conservation Areas in the Parish,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-HEP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstgilesndp-DP1,development-management,,2020-12-21,E04001566,New Development,,local-authority-eng:BUC,2019-07-23,development-policy/local-authority-eng/BUC/chalfontstgilesndp-DP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstpeterndp-VC1,design;development-management,,2020-12-21,E04001566,The design of new development within the Village Centre must conserve or enhance the character of the area,,local-authority-eng:BUC,2016-11-15,development-policy/local-authority-eng/BUC/chalfontstpeterndp-VC1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,chalfontstpeterndp-VC2,design,,2020-12-21,E04001566,Buildings that make a positive architectural contribution to the Village Centre are identified in Figure 5.3. Improvements to these buildings will be supported and encouraged so long as they maintain or enhance the positive contribution the building makes to the Village Centre. Replacement of any building will only be permitted in exceptional circumstances provided that the proposed development is (i) of better architectural quality than the existing building; and (ii) makes a more positive architectural contribution to the Village Centre. Replacement buildings that fail to make a more positive contribution or are of lesser quality than the existing will be resisted.,,local-authority-eng:BUC,2016-11-15,development-policy/local-authority-eng/BUC/chalfontstpeterndp-VC2
